timestamp,node,action,file_size,cid,duration,success
2025-02-07T23:19:03.443166,ipfs0,upload,4286066,QmWRVtzJNiEn1w2zNqupVbVKBxvnAh62m9N5XZW9nDw6fL,0.05114959300044575,True
2025-02-07T23:19:09.766040,ipfs5,upload,135792041,Qme97XnBhrPftPncgy9q2ZGNxMeRiorhVNPsNUty2WBbZu,1.0897554379989742,True
2025-02-07T23:19:12.199121,ipfs6,upload,50653328,QmNfEeytbuXNfHQjLstYHEfZ62PhGNwZSjeu5CLLABb1r7,0.3912354170024628,True
2025-02-07T23:19:14.125530,ipfs12,upload,95353263,QmbPg9k4VnuE2kZS3pwSLoS6FYUo7timUboVh6YZ7ZMvwF,1.8978114589990582,True
2025-02-07T23:19:15.396314,ipfs8,upload,38485433,QmcesS8e5cVCUc8ZR8YksBgogPqnEv3EggTTnkzYV1h9Yk,0.6592011879984057,True
2025-02-07T23:19:14.248842,ipfs4,download,135792041,Qme97XnBhrPftPncgy9q2ZGNxMeRiorhVNPsNUty2WBbZu,3.0077833280010964,True
2025-02-07T23:19:15.304654,ipfs14,upload,319608049,QmVS2JJSEYNzzgvwrVpXKWeaYT6To7E332FsFuFqF4JQPy,3.5905412579995755,True
2025-02-07T23:19:18.894428,ipfs11,upload,70904806,QmTQTaLRUDk8nDHiMTLosLwG9Sz3NPNFVUNZ8t5hYsrQvZ,0.7504778940019605,True
2025-02-07T23:19:20.569484,ipfs11,download,95353263,QmbPg9k4VnuE2kZS3pwSLoS6FYUo7timUboVh6YZ7ZMvwF,0.8739620390006166,True
2025-02-07T23:19:23.032472,ipfs2,download,4286066,QmWRVtzJNiEn1w2zNqupVbVKBxvnAh62m9N5XZW9nDw6fL,1.081787756000267,True
2025-02-07T23:19:23.488394,ipfs1,upload,189079109,QmQXN5owApFPJ5AcUpj6c1gywnhdG1yfJhef9DNJMHNjA4,1.545236506000947,True
2025-02-07T23:19:34.608191,ipfs5,upload,34870457,QmQPew7LfhWz3TpCRWBJBHQriFY6r7W5qTNQ6NNC7WGLor,0.2655136040011712,True
2025-02-07T23:19:38.305729,ipfs7,upload,10751414,QmaiLQ8jRXxyJ1o7ASHonjFkkimKkCmqwTPU9MwaSZYkxQ,0.09846411899707164,True
2025-02-07T23:19:41.956466,ipfs5,upload,45921294,QmX4tFpb5qVvA6s5UrZLZYyWU1NE51cBFMnEERabdEvNLJ,0.4780358879979758,True
